사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,5호선,400,신길,56,2,"1,632",365,"3,400","1,950","13,535","4,932","19,902","16,051","7,283","6,321","3,694","2,516","3,362","2,787","3,981","3,077","4,151","3,889","3,594","3,556","3,713","3,959","4,764","5,157","7,212","8,933","13,915","16,951","4,632","11,068","2,752","7,519","3,572","7,979","2,899","9,218",759,"2,999",0,22,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,401,여의도,1,0,"1,748","2,432","3,757","21,242","9,323","140,655","13,504","225,201","11,078","76,361","11,014","31,281","17,439","30,699","16,791","30,362","22,672","33,581","28,033","29,062","38,484","25,979","49,778","23,826","129,853","27,269","181,724","36,168","76,398","17,085","58,964","8,781","54,794","7,484","37,453","7,531","3,619","2,468",1,"1,314",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,402,여의나루,7,0,"1,121","1,241","2,552","10,492","5,253","38,444","7,887","66,437","4,272","32,039","4,188","19,354","5,717","21,109","7,932","23,582","9,704","29,887","13,616","33,376","21,078","32,377","31,893","27,947","49,972","24,611","65,700","25,008","35,817","14,650","38,212","7,665","28,612","5,341","18,606","4,955","4,373","1,596",8,304,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,403,마포,5,0,"2,326","1,380","7,150","10,895","25,494","23,608","33,774","72,493","16,759","35,898","12,189","16,250","13,125","14,797","14,238","13,989","16,184","14,368","15,910","13,150","17,096","14,038","21,605","17,045","33,358","24,809","60,440","40,825","24,077","25,216","18,002","13,310","20,999","11,043","18,185","12,249","2,233","5,186",4,509,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,404,공덕,18,0,"1,599",940,"5,446","6,689","21,495","33,045","29,022","87,988","13,738","41,997","10,581","16,394","12,401","13,768","14,614","13,598","15,898","14,392","15,733","13,418","16,444","14,010","23,172","16,222","37,650","24,427","71,474","43,935","26,881","23,136","19,707","11,969","22,238","10,472","19,447","11,582","2,285","4,686",8,297,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,405,애오개,0,0,"1,986",478,"4,910","3,371","17,490","10,419","23,846","30,459","11,217","11,821","7,885","6,565","7,936","5,960","8,143","6,309","8,734","7,363","8,279","7,441","9,579","7,811","10,684","8,895","13,133","11,840","23,697","20,235","7,854","13,605","5,544","8,039","4,883","7,744","4,015","8,327",848,"3,687",2,"1,064",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,406,충정로(경기대입구),23,1,"1,088",203,"2,219","1,674","6,613","9,540","9,084","34,513","4,629","17,213","3,796","4,366","4,422","3,669","4,855","3,927","5,345","4,493","5,334","3,865","5,647","3,816","6,873","4,197","13,733","5,714","29,972","9,074","8,457","6,270","5,378","4,291","5,021","4,188","3,895","4,933",560,"1,956",0,89,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,407,서대문,8,1,"2,498","1,244","5,746","14,562","17,113","68,159","22,269","159,860","14,915","41,025","13,976","18,435","16,043","14,523","16,480","14,577","15,929","19,245","18,923","15,038","23,969","13,213","32,458","12,721","58,390","16,577","113,931","23,445","33,218","14,557","24,845","9,004","22,721","8,675","16,586","9,036","2,191","3,981",5,210,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,408,광화문(세종문화회관),5,0,893,696,"3,380","22,188","8,830","77,626","13,056","262,935","11,301","105,692","11,733","38,485","17,355","37,072","20,727","32,529","28,478","35,169","32,557","29,839","41,293","26,006","51,707","26,330","92,975","29,568","207,365","37,476","77,209","17,879","53,157","7,713","58,091","6,278","40,501","5,885","4,881","1,939",0,98,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,409,종로3가,16,2,719,488,"1,713","4,841","2,585","14,412","3,765","40,367","3,583","31,470","5,041","24,824","8,891","25,340","11,980","25,973","14,797","26,889","18,397","24,723","22,114","21,536","28,512","20,827","37,281","21,977","53,214","25,503","32,384","12,458","27,370","4,341","37,527","2,729","27,237","3,057","2,671","1,124",2,108,1,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,410,을지로4가,2,0,414,333,652,"5,756","1,206","16,453","1,942","46,133","2,118","20,191","3,059","11,090","4,540","9,802","5,646","8,585","6,873","8,786","8,106","7,466","10,016","6,396","11,728","5,094","21,668","4,514","37,289","4,450","16,668","2,269","8,779","1,097","7,830","1,050","5,986",912,907,410,0,28,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,411,동대문역사문화공원(DDP),0,0,177,259,480,"2,250","1,062","8,961","1,653","31,086","1,197","12,337","1,349","3,143","1,511","2,585","1,717","2,446","1,902","2,683","2,577","2,449","2,919","2,245","3,604","2,094","9,463","2,204","21,160","2,696","8,622","1,718","4,115","1,036","3,622",941,"2,981","1,042",637,488,2,31,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,412,청구,4,0,"1,427",239,"2,884","1,680","7,219","4,281","10,606","15,867","6,127","6,619","4,685","4,092","4,420","3,572","4,715","3,732","5,077","4,263","5,062","4,550","5,143","4,550","6,460","5,485","7,953","6,896","13,501","10,233","8,281","7,386","5,181","4,714","4,466","4,347","3,851","5,356","1,062","2,103",2,115,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,413,신금호,3,1,"2,720",281,"6,535","2,994","21,122","7,874","28,062","13,975","13,780","6,548","8,440","5,428","7,606","5,456","8,009","6,389","7,859","6,945","6,943","7,208","7,734","8,898","10,261","10,727","10,699","14,697","9,777","23,806","6,652","17,785","4,514","10,749","3,951","9,384","3,113","10,333",757,"4,270",2,241,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,414,행당,9,0,"3,624",717,"10,696","2,629","32,741","5,169","43,710","9,199","19,314","6,219","12,151","5,157","10,834","5,517","11,027","7,092","10,102","8,029","9,003","8,180","9,192","9,933","8,871","12,564","10,009","18,076","10,143","31,569","6,138","22,860","4,508","13,194","4,163","12,526","3,795","14,312",876,"4,698",7,194,0,1,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,415,왕십리(성동구청),18,0,"1,767",328,"2,281","2,427","6,155","5,605","8,943","19,630","4,663","7,983","4,285","5,836","4,919","5,613","5,809","6,278","5,749","7,041","6,189","7,309","7,043","7,684","8,057","8,364","10,153","10,474","14,553","15,630","8,905","9,531","7,576","4,825","8,144","4,171","7,544","4,918","1,542","1,995",8,894,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,416,마장,0,0,"2,425",676,"5,631","3,163","16,079","6,804","20,678","16,498","10,356","7,049","7,495","5,470","6,747","5,382","7,647","6,164","7,528","6,049","7,198","6,171","7,553","6,968","8,292","7,875","9,604","10,854","12,473","15,709","7,240","11,755","4,589","6,977","4,231","6,677","3,584","7,763",863,"2,704",4,245,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,417,답십리,8,0,"9,241","1,058","17,836","6,002","57,127","13,950","76,463","34,264","33,408","16,848","19,050","11,715","17,034","11,963","18,592","14,132","18,456","15,119","16,822","15,580","17,038","18,346","19,591","22,108","25,157","31,886","32,578","56,574","17,595","42,674","10,527","22,888","9,507","22,155","7,812","24,493","1,736","9,751",21,812,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,418,장한평,13,1,"6,605",969,"16,786","10,260","52,403","21,667","69,797","69,143","34,238","29,794","20,464","16,711","17,529","14,739","20,374","16,248","20,734","17,227","19,681","16,714","20,393","19,611","24,491","24,446","35,433","33,866","56,590","60,526","25,760","46,331","14,879","25,656","13,690","21,920","11,551","23,875","2,282","9,193",15,"1,020",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,419,군자(능동),38,2,"7,122",901,"11,053","4,703","34,213","7,193","47,692","24,106","20,915","15,743","12,637","10,150","12,101","10,320","13,373","11,688","13,370","12,828","12,051","13,427","12,405","16,134","14,294","19,041","17,626","29,602","23,229","50,264","13,781","36,809","10,750","20,034","12,530","17,973","11,350","20,854","2,052","8,950",2,"2,761",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,420,아차산(어린이대공원후문),5,0,"8,590","1,383","15,770","5,357","43,511","12,664","59,014","24,170","29,321","18,580","19,193","19,304","17,624","17,723","21,160","19,338","22,618","19,414","22,695","19,258","23,205","21,430","26,069","24,876","26,676","33,631","25,403","53,213","15,257","40,952","10,825","23,435","12,318","19,817","10,089","21,623","1,592","8,645",0,316,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,421,광나루(장신대),3,0,"4,758","1,446","15,319","7,431","39,430","15,405","45,940","29,621","25,194","18,178","16,325","17,618","16,696","13,726","17,458","14,448","18,062","14,438","17,745","14,258","18,611","14,881","22,533","18,405","24,535","23,528","28,947","37,100","14,666","27,487","9,307","17,638","9,360","16,116","7,349","17,954","1,662","6,844",2,136,0,1,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,422,천호(풍납토성),25,1,"6,418","1,504","11,437","12,011","27,807","18,864","33,835","35,446","20,663","32,106","18,188","22,949","21,496","25,163","25,428","26,085","26,130","27,979","27,395","28,494","31,706","30,350","36,344","34,207","43,146","41,649","48,999","56,277","35,679","41,155","33,133","20,499","27,343","18,390","24,109","18,520","3,642","8,247",7,591,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,423,강동,68,0,"11,006","1,405","21,187","11,280","59,586","29,156","71,105","50,814","36,582","28,194","24,948","17,833","22,846","15,842","24,671","17,795","23,200","19,702","22,215","19,351","23,399","21,788","25,739","25,284","39,978","34,491","48,297","53,466","22,126","46,129","15,296","27,426","13,068","25,027","9,885","28,160","2,351","14,217",9,"1,352",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,424,길동,4,1,"4,565",587,"9,025","3,338","22,140","6,443","27,739","17,278","13,362","12,235","10,970","9,493","10,501","9,038","11,643","9,495","11,645","10,829","10,539","10,816","10,968","12,446","12,197","15,135","13,922","17,578","17,215","27,144","8,756","21,416","6,272","12,131","5,824","9,668","4,770","10,086",808,"4,661",12,640,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,425,굽은다리(강동구민회관앞),0,0,"6,406",520,"13,016","2,300","37,049","5,811","37,484","13,123","19,347","8,395","13,363","7,540","12,373","8,044","13,038","8,613","12,916","9,924","11,356","10,590","11,184","12,755","11,831","15,831","12,502","19,929","14,910","33,988","7,985","28,020","6,096","15,407","5,795","15,372","4,678","14,622",697,"7,294",7,"1,039",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,426,명일,2,0,"4,324",703,"12,639","2,843","37,566","6,676","33,465","11,505","15,916","8,696","12,980","7,382","11,467","7,591","12,419","8,572","10,989","9,436","10,360","9,958","10,262","12,589","12,726","15,393","11,369","19,361","11,943","33,522","6,611","32,606","4,903","14,000","4,932","13,696","3,772","12,839",842,"6,514",12,691,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,427,고덕,1,0,"3,215","1,505","11,389","5,488","32,003","14,944","25,470","18,956","13,599","10,286","11,740","8,631","12,440","7,703","12,513","9,885","11,411","11,555","11,928","11,544","13,945","12,011","19,667","13,402","19,216","17,074","16,074","26,093","8,151","27,403","6,564","13,100","6,283","11,781","6,355","11,945","1,421","5,764",31,654,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,428,상일동,12,0,"9,154",969,"33,782","5,419","97,226","12,817","69,429","20,367","33,919","10,271","23,891","8,630","20,719","10,013","20,861","13,200","19,558","14,102","17,308","14,662","17,418","18,714","20,312","23,303","22,084","33,011","21,220","57,944","10,747","63,219","7,540","34,012","5,724","26,711","3,902","31,387","1,275","14,624",18,"1,941",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,429,둔촌동,1,0,"3,460","1,191","9,107","7,977","25,071","10,718","27,911","21,771","13,652","10,598","10,798","8,663","10,600","8,657","11,306","9,989","10,374","10,452","11,050","10,679","11,799","12,301","15,815","14,644","18,315","19,271","21,174","27,969","11,219","21,867","7,584","11,256","7,715","9,681","5,710","9,840",917,"4,805",0,24,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,430,올림픽공원(한국체대),1,1,926,818,"4,888","3,903","12,243","7,420","11,742","8,901","6,674","4,427","5,428","3,921","5,253","4,157","5,705","4,994","6,068","5,294","5,565","4,871","7,228","4,970","9,763","5,839","9,786","6,618","9,797","8,895","4,994","7,827","2,864","4,800","2,218","4,054","1,823","4,631",441,"2,188",0,68,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,431,방이,0,0,"2,244",755,"6,968","3,577","20,091","7,998","16,665","24,503","9,945","12,318","7,567","6,958","7,890","6,498","8,328","7,996","8,635","8,838","7,761","8,314","9,032","9,371","10,767","13,204","12,534","16,099","19,714","21,795","10,913","16,409","8,056","9,302","9,485","7,231","10,277","7,967","1,194","3,632",0,238,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,432,오금,0,0,"1,052",372,"2,914","3,003","8,867","8,858","8,280","20,138","4,915","6,214","3,847","3,244","4,438","2,963","4,596","3,364","4,560","3,470","4,480","3,504","5,727","3,727","8,292","4,617","9,423","5,584","14,519","7,756","4,827","6,442","3,430","3,652","2,886","3,469","2,440","4,279",530,"2,052",0,270,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,433,개롱,0,0,"3,351",999,"8,157","3,009","25,150","7,527","20,566","17,169","11,526","8,088","8,431","5,437","8,109","5,787","8,779","6,204","8,361","7,221","7,461","7,119","8,333","8,904","9,470","11,843","12,780","14,440","13,245","19,709","6,583","20,555","4,500","10,401","4,745","9,538","2,885","10,439",584,"4,689",1,715,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,434,거여,2,0,"5,145",514,"11,339","8,353","35,198","8,836","29,634","17,926","15,342","8,889","10,326","5,668","9,952","6,188","11,880","7,717","10,131","8,310","8,861","8,144","9,042","10,223","14,305","13,782","15,351","16,701","14,823","24,100","6,365","24,023","4,565","12,021","4,611","11,566","2,954","11,460",659,"6,141",1,936,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,435,마천,18,0,"5,886",210,"10,678","3,540","28,046","4,355","26,596","11,051","11,781","6,078","8,378","6,556","7,431","5,620","8,666","6,417","8,014","6,602","6,971","6,522","7,219","9,680","8,642","11,264","8,965","13,552","9,315","20,062","4,158","19,557","3,020","10,789","2,095","9,895","1,452","9,707",296,"5,949",0,943,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,436,강일,1,1,212,44,654,220,"1,677",342,"1,667",448,"1,114",238,977,394,906,494,851,608,784,546,770,702,671,716,804,940,738,"1,249",570,"1,826",274,"1,910",204,"1,062",130,889,100,"1,017",43,460,0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,437,미사,7,1,"5,756",86,"22,128","8,253","67,067","8,835","59,069","15,929","28,032","12,894","18,239","9,513","15,803","9,634","17,067","10,010","15,040","11,813","13,591","12,672","14,247","13,782","18,831","20,795","21,183","25,635","20,516","55,537","11,113","59,334","9,445","32,380","10,419","24,770","8,741","27,071","2,109","13,093",8,"1,839",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,438,하남풍산,1,0,"2,096",15,"7,328","1,590","22,819","5,264","15,568","12,942","7,791","7,987","5,674","5,758","5,216","5,251","5,251","5,166","5,253","4,921","5,110","5,455","5,541","5,927","7,522","7,643","9,485","8,545","12,462","16,138","5,659","16,159","4,487","8,211","4,096","7,009","2,684","6,810",471,"3,875",2,636,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,439,하남시청(덕풍·신장),17,11,431,23,"1,048",253,"2,362",515,"1,932",989,"1,397",610,"1,457",919,"1,513","1,090","1,584","1,263","1,590","1,265","1,404","1,313","1,431","1,736","1,481","1,656","1,494","1,930","1,425","2,416",837,"2,347",550,"1,405",496,"1,240",363,"1,225",76,636,0,119,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,440,하남검단산,5,4,518,15,"1,015",325,"2,383",539,"1,902","1,033","1,397","1,124","1,576","1,828","1,650","1,926","1,805","1,812","1,920","1,817","1,980","1,820","2,122","2,016","2,198","2,126","1,855","1,723","1,569","2,114",942,"2,250",723,"1,342",567,"1,091",381,"1,126",46,584,1,112,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,441,응암,3,0,"10,366","1,176","24,782","5,316","72,667","9,951","87,198","17,509","41,503","11,354","25,274","12,373","23,233","13,409","24,366","16,350","23,614","17,388","20,754","19,904","20,223","24,385","21,724","29,505","21,392","42,060","21,238","72,753","13,008","62,263","9,273","37,897","8,261","30,118","7,019","35,380","1,609","13,945",0,617,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,442,역촌,1,0,"1,775",201,"5,490","1,726","15,562","2,861","16,286","8,195","8,266","3,989","5,213","3,087","4,688","4,000","5,312","4,427","5,303","4,519","4,639","4,627","4,385","5,368","4,334","7,199","4,445","9,510","5,514","15,950","2,713","14,182","1,836","7,170","1,498","7,375","1,456","6,895",338,"4,486",0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,443,불광,32,0,"1,255",360,"3,541","2,788","9,861","4,093","12,268","7,483","6,259","7,251","5,239","5,467","6,125","5,629","6,848","5,896","7,595","6,502","8,404","6,828","9,109","7,531","10,572","7,903","9,897","9,486","9,914","14,549","5,862","11,458","4,398","5,860","3,926","5,208","2,689","5,731",402,"2,965",0,45,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,444,독바위,1,0,"1,960",197,"4,721",916,"14,172","1,496","13,435","2,910","6,331","3,595","3,935","3,730","3,900","2,739","4,019","2,927","3,730","2,742","3,435","3,068","3,652","3,561","3,383","5,086","3,015","6,202","2,682","11,180","1,481","10,888",935,"6,153",830,"5,006",639,"5,948",216,"3,035",1,254,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,445,연신내,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,446,구산,3,1,"4,470",162,"11,110","2,269","28,313","7,637","34,672","6,949","16,424","4,845","10,673","4,403","9,957","5,676","10,820","5,970","10,239","6,961","8,812","7,037","8,977","8,964","12,631","10,978","9,975","13,126","8,924","19,602","5,081","19,324","3,928","9,744","3,828","8,569","3,563","8,477",658,"3,945",1,364,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,447,새절(신사),3,0,"9,311",739,"19,714","4,756","54,598","7,867","63,127","13,976","30,168","8,833","18,087","8,828","16,089","9,300","17,019","11,792","16,803","12,800","14,429","13,550","14,141","17,977","17,167","20,110","16,352","27,979","14,679","48,464","9,081","41,842","6,011","24,489","5,621","20,614","4,593","23,992","1,096","9,915",1,"1,591",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,448,증산(명지대앞),7,0,"7,307",609,"14,598","3,349","39,885","5,121","47,249","10,156","24,863","7,012","15,666","6,890","13,166","7,900","13,912","9,209","13,859","10,775","12,248","11,422","11,268","14,532","12,053","18,084","12,856","24,131","12,628","41,439","7,553","34,231","5,270","19,424","4,694","19,182","3,891","19,543","1,027","8,744",4,768,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,449,디지털미디어시티,146,3,"5,128","2,809","12,983","12,390","44,085","26,613","46,988","72,017","23,800","27,999","13,646","10,937","12,166","9,550","12,273","10,623","11,958","11,608","11,679","11,755","12,942","13,145","17,873","17,725","30,601","23,640","50,506","41,531","20,990","32,004","10,479","18,396","8,674","17,056","7,028","18,037","1,612","7,717",31,"1,032",0,1,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,450,월드컵경기장(성산),0,0,"1,017",991,"2,329","2,248","8,356","4,204","10,135","8,459","5,482","7,228","4,896","7,463","5,779","9,041","6,136","9,703","7,206","11,821","9,253","11,903","12,136","10,935","14,763","9,180","12,223","8,600","12,765","12,210","6,152","9,498","4,566","5,050","5,243","3,788","3,524","3,324",671,"1,442",0,63,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,451,마포구청,7,2,"6,672","1,879","12,993","7,710","39,731","14,540","50,957","35,220","29,882","16,352","18,851","12,183","17,355","10,990","17,558","13,257","17,931","14,732","16,425","14,460","17,086","16,956","18,949","19,086","23,378","24,508","36,614","40,395","16,690","31,554","11,444","19,783","12,101","17,854","8,941","19,872","2,289","9,752",1,78,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,452,망원,5,2,"5,085",698,"9,632","4,944","27,145","8,595","37,329","32,302","22,798","28,322","15,880","18,097","15,671","20,229","18,097","24,785","19,503","27,446","20,326","26,722","21,586","28,733","24,728","30,983","28,783","35,339","37,464","47,918","25,235","35,268","20,055","17,503","22,051","14,583","18,083","15,081","3,602","8,281",2,1,0,0,0,0,0,0,2021-04-03 10:21:59
