사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,6호선,465,청구,4,0,"1,619",459,"2,824","2,429","7,251","6,965","10,006","26,143","5,774","10,916","4,378","4,967","4,073","3,845","4,158","3,722","4,319","4,314","4,274","3,861","4,374","4,712","5,740","5,187","7,012","5,970","13,102","7,565","8,798","5,510","5,008","3,656","5,071","3,273","4,042","4,085","1,240","1,752",2,178,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,466,신당,146,2,"7,168","1,019","5,604","5,871","7,425","16,051","10,214","40,147","8,232","21,672","7,570","12,409","9,352","9,604","10,572","8,194","9,270","9,039","10,699","7,647","12,740","7,459","14,934","8,665","17,479","9,936","25,489","13,926","15,012","17,642","12,656","8,950","12,315","6,559","13,584","8,200","2,852","8,937",6,860,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,467,동묘앞,131,2,"4,289",620,"4,641","4,593","9,029","9,235","12,325","27,212","10,052","19,470","9,094","13,615","11,385","13,645","14,562","13,363","14,222","14,338","16,594","14,588","18,938","13,672","20,623","12,836","22,815","12,709","24,279","15,332","11,984","11,669","7,860","7,755","7,433","7,077","5,871","8,315","1,584","6,852",5,691,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,468,창신,4,0,"2,132",290,"5,019","1,914","14,892","6,384","16,712","6,634","8,406","3,034","4,881","2,370","3,931","2,253","4,396","2,659","4,192","2,901","3,556","2,987","4,083","3,702","6,569","4,413","5,416","5,755","4,633","9,269","2,496","8,107","2,196","4,924","1,636","5,058","1,430","5,677",430,"2,309",0,47,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,469,보문,7,0,"3,353",947,"7,055","3,681","19,031","8,519","28,870","18,802","14,398","8,915","8,570","6,250","8,172","5,383","9,271","6,310","9,050","6,960","8,410","6,516","9,029","7,799","11,244","9,049","12,885","13,161","16,534","20,550","8,363","17,020","6,027","10,420","6,183","10,194","4,825","13,080","1,664","5,596",0,88,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,470,안암(고대병원앞),7,0,"1,329","1,143","2,793","5,036","7,569","15,875","10,057","35,728","8,543","28,933","9,404","17,778","11,561","13,122","12,844","15,847","12,858","17,465","14,558","14,035","18,199","12,120","22,675","12,717","35,674","16,185","31,691","21,032","18,074","14,990","15,147","9,122","19,120","9,469","19,138","12,194","5,089","5,452",0,373,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,471,고려대(종암),9,1,"3,488",774,"7,306","3,568","20,606","11,099","24,395","26,708","12,870","10,542","8,495","7,113","8,531","7,037","9,563","7,428","11,116","9,496","9,796","7,841","10,510","9,084","14,094","10,447","20,508","13,034","19,219","21,583","9,239","18,340","7,020","11,179","7,305","10,828","6,724","11,782","1,660","6,184",7,124,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,472,월곡(동덕여대),15,0,"6,189",874,"12,006","3,723","39,413","6,789","44,410","24,166","21,573","15,251","14,653","10,049","13,488","10,315","14,948","11,147","14,538","12,299","13,200","12,761","13,232","15,447","15,111","19,263","17,521","23,521","24,935","39,376","12,343","32,737","8,097","17,612","7,441","17,258","5,486","17,009","1,798","8,010",0,118,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,473,상월곡(한국과학기술연구원),16,1,"4,480",575,"8,865","1,643","24,744","3,123","28,312","12,929","14,010","6,248","8,748","4,626","7,729","4,486","8,009","5,044","7,875","5,277","6,970","5,809","6,469","7,569","7,192","9,009","7,861","12,082","10,044","18,538","6,789","16,875","3,132","10,304","2,478","9,399","2,064","10,495","1,000","4,805",0,164,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,474,돌곶이,13,0,"6,186",704,"13,252","2,807","34,525","5,832","39,915","16,030","18,875","9,909","12,427","7,593","10,899","7,395","11,485","9,322","11,908","9,401","11,044","9,028","10,665","11,401","11,507","13,925","12,465","18,990","13,771","30,381","9,590","26,610","5,381","15,557","5,079","12,779","4,683","14,945","1,216","6,551",1,540,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,475,석계,910,1,"7,938","1,909","19,123","4,722","49,726","7,789","53,712","13,048","26,764","9,132","18,323","8,774","15,529","10,286","16,584","12,051","16,484","12,812","14,772","14,195","13,668","18,272","14,746","22,585","15,259","29,717","13,928","50,212","10,613","44,523","7,716","24,235","7,298","20,849","6,541","22,810","2,042","10,923",16,881,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,476,태릉입구,10,0,"4,020",791,"6,679","2,892","19,017","3,725","20,933","7,543","10,227","6,091","7,170","4,623","6,674","5,655","7,142","5,856","7,614","6,606","6,930","7,000","6,853","8,057","7,312","9,738","8,436","13,256","8,206","22,297","5,368","19,510","3,923","10,005","3,745","9,884","3,365","10,669","1,121","5,953",8,712,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,477,화랑대(서울여대입구),6,0,"5,011","1,002","19,934","3,043","59,851","7,134","53,596","11,892","23,589","6,710","14,650","5,994","12,472","6,298","13,375","6,900","12,556","8,065","10,970","8,182","11,081","10,487","14,249","12,341","14,447","19,990","12,034","34,181","6,761","33,065","4,360","18,472","3,629","16,297","3,039","16,585","1,053","8,479",2,594,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,478,봉화산(서울의료원),13,2,"4,731",998,"14,446","2,666","47,565","5,766","40,224","12,288","17,738","6,246","12,685","5,391","10,513","5,238","10,711","7,567","10,382","8,779","9,472","8,443","8,462","10,615","9,364","12,795","11,340","17,710","9,935","30,338","4,954","29,828","3,842","17,239","3,280","13,790","2,798","15,937",747,"6,968",0,551,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,6호선,479,신내,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,480,장암,0,0,"1,272",129,"5,869","1,511","15,468","1,201","10,590","1,564","3,642","2,085","1,955","2,511","1,670","1,724","1,864","1,642","2,170","1,499","2,545","1,388","2,927","1,193","3,267","1,200","3,434","1,458","2,820","2,533","1,635","3,183",982,"1,351",834,950,307,874,97,612,0,3,2,2,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,481,도봉산,17,1,"4,457",737,"16,889","4,284","53,090","7,524","39,635","12,344","18,770","14,476","10,971","16,308","9,981","12,663","11,236","12,115","10,396","12,264","10,888","11,516","11,660","12,503","13,230","14,842","12,017","19,081","10,113","34,001","5,127","40,676","3,399","23,529","2,507","19,438","2,140","19,976",533,"11,346",23,"1,132",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,482,수락산,31,2,"8,944",619,"21,060","5,108","53,727","8,549","47,283","17,192","26,239","15,917","17,866","16,492","17,057","14,523","17,899","14,253","18,632","13,743","18,145","14,016","18,051","16,927","19,259","20,964","19,033","25,452","19,054","41,523","11,732","44,286","7,545","25,337","6,395","21,064","4,637","21,412","1,114","11,435",16,"1,051",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,483,마들,18,3,"9,468","1,201","22,729","2,817","62,773","8,189","55,273","10,923","26,753","8,663","19,000","8,683","16,521","9,790","17,214","10,838","16,550","12,148","14,195","13,309","13,873","15,788","13,517","19,714","12,356","26,308","11,368","43,165","6,838","45,261","5,061","24,339","4,126","21,526","3,405","21,397",997,"11,723",4,"1,008",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,484,노원,59,0,"6,313","2,047","14,139","6,335","37,659","18,340","36,472","44,772","26,967","42,141","26,421","32,809","28,799","27,046","29,809","29,345","31,005","33,847","32,348","34,882","34,829","35,567","38,605","36,861","38,568","44,273","44,501","58,250","28,005","48,301","26,983","21,905","23,832","17,100","23,931","17,182","3,499","9,943",14,"1,005",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,485,중계,12,0,"8,254","1,967","22,847","4,156","62,622","15,034","62,394","23,907","31,086","10,293","20,791","8,626","18,554","9,031","19,909","12,005","17,555","13,508","14,983","13,515","16,136","15,723","20,484","18,448","18,618","26,518","17,237","43,431","8,794","45,280","6,153","25,254","7,105","22,428","5,210","24,123","1,332","11,148",6,"1,015",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,486,하계,17,0,"7,755","1,268","23,657","6,143","68,504","17,194","69,974","23,794","36,094","17,257","25,205","13,715","23,567","14,583","24,811","17,395","23,411","20,284","21,970","20,170","24,794","22,823","27,499","25,925","27,059","33,304","23,556","55,240","14,086","56,544","10,070","30,483","10,162","27,600","8,742","29,638","1,991","14,390",6,"1,099",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,487,공릉(서울과학기술대),18,0,"5,967","1,001","13,538","3,928","37,259","12,247","41,113","22,819","21,255","14,277","15,644","10,782","14,707","10,337","16,815","13,085","16,152","15,024","16,481","14,576","18,426","16,949","20,547","20,568","19,876","24,858","22,625","38,995","12,967","36,889","9,841","19,687","9,708","17,439","8,823","18,843","2,022","10,355",2,502,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,488,태릉입구,116,0,"6,853","1,236","7,624","4,790","21,209","8,272","25,169","16,270","16,241","9,945","11,227","7,810","10,088","7,598","10,897","8,732","11,065","9,367","10,930","9,322","11,929","10,522","13,315","12,404","16,997","15,719","17,219","22,054","10,718","21,012","7,335","12,090","7,348","11,766","6,230","12,637","1,679","5,926",4,"1,604",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,489,먹골,5,0,"7,256",740,"12,997","3,056","35,763","5,523","43,345","14,941","24,427","8,791","14,964","8,244","13,172","8,987","14,087","9,887","13,895","11,101","12,452","11,702","12,251","14,247","12,506","17,325","13,965","23,550","15,201","35,832","9,911","33,658","6,299","18,968","5,929","16,374","4,637","17,455","1,399","8,008",2,475,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,490,중화,9,0,"8,878",927,"14,903","3,999","37,390","8,231","47,597","23,543","25,371","11,594","15,837","8,526","13,871","8,926","14,921","9,819","13,869","10,876","12,864","12,082","12,850","15,021","14,399","18,219","16,460","23,113","18,823","37,396","11,288","35,091","6,890","19,508","6,707","17,987","5,321","19,804","1,401","8,443",8,550,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,491,상봉(시외버스터미널),269,1,"10,652","1,431","19,013","7,287","52,959","13,269","72,754","32,807","35,307","20,410","20,617","14,009","19,026","14,111","20,195","16,183","20,602","17,859","19,775","18,028","20,665","20,528","24,403","25,351","29,874","34,152","32,228","58,143","22,037","53,617","15,997","27,350","16,295","23,961","12,070","25,826","2,836","12,166",19,968,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,492,면목,28,0,"12,311",790,"22,472","5,714","58,038","8,669","74,397","24,584","38,971","15,438","21,689","12,463","18,954","12,944","20,481","14,734","19,818","15,796","17,388","16,831","17,530","21,907","19,345","28,602","21,153","35,364","20,785","54,546","15,414","52,198","8,583","28,865","7,808","25,556","6,244","27,029","1,527","13,138",2,831,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,493,사가정,8,0,"11,411","1,348","22,526","6,766","56,427","11,948","70,446","26,033","39,766","16,107","24,293","14,177","21,296","14,967","22,816","16,233","21,765","17,015","19,735","18,329","19,719","24,567","21,108","29,187","23,791","38,929","24,275","61,410","17,317","56,217","11,728","30,049","10,874","26,013","9,557","26,854","2,377","11,577",5,891,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,494,용마산(용마폭포공원),4,0,"4,677",511,"10,362","2,212","24,546","3,954","29,974","10,534","16,241","5,774","8,645","5,558","7,937","4,984","7,576","5,642","7,470","5,809","6,587","6,362","6,547","7,880","7,263","9,710","7,436","13,040","7,744","21,109","4,865","19,832","2,887","11,815","2,454","12,008","1,912","12,137",783,"5,028",3,329,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,495,중곡,10,0,"5,232",503,"12,344","4,613","31,648","11,197","46,483","18,174","24,831","9,388","14,465","7,871","12,382","7,850","13,213","8,416","12,496","9,533","11,572","10,487","12,290","13,396","17,227","15,687","15,999","19,590","14,056","31,068","9,165","28,342","5,768","16,454","5,237","15,203","4,135","16,233",984,"7,039",0,162,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,496,군자(능동),45,1,"8,233",875,"13,551","5,718","35,189","7,939","58,410","27,080","37,192","16,776","18,804","10,652","16,136","10,214","17,091","10,595","17,516","11,513","16,275","12,452","16,463","16,087","19,103","18,261","23,859","25,383","31,918","42,308","18,829","35,069","14,767","19,764","15,912","17,610","13,812","19,137","2,742","8,212",7,449,0,1,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,497,어린이대공원(세종대),3,1,"3,150",895,"7,001","10,000","17,471","14,752","30,243","48,102","21,208","27,975","12,563","16,823","11,812","14,694","15,267","16,423","15,846","19,107","15,983","16,723","19,586","16,816","24,338","15,933","35,024","20,539","40,138","28,473","21,377","22,719","14,613","13,799","15,979","12,813","15,679","14,984","3,809","6,854",3,203,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,498,건대입구,15,0,"3,183","1,001","4,167","6,553","11,904","17,204","17,804","32,365","14,073","25,004","11,445","18,139","12,406","16,075","13,866","18,498","14,478","20,748","16,923","20,198","20,697","19,330","23,995","20,326","34,462","25,723","33,677","37,789","23,173","26,111","25,743","12,376","24,457","10,602","22,319","11,018","4,787","4,585",4,"1,557",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,499,뚝섬유원지,5,0,"4,483",417,"8,454","3,779","20,203","6,117","29,021","12,219","18,662","8,028","10,042","6,528","8,138","7,323","8,799","9,248","9,146","11,720","9,259","13,448","11,608","16,204","13,963","17,210","16,629","21,851","18,389","30,292","13,415","23,263","11,684","14,011","12,373","12,825","10,416","14,234","4,536","4,829",2,207,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,500,청담,16,1,"1,867","3,785","6,008","27,162","9,948","59,285","12,929","147,356","10,814","98,122","10,121","37,429","13,078","21,816","16,094","19,924","17,865","22,497","20,377","19,470","29,243","16,839","37,284","16,551","61,214","17,945","111,095","19,118","57,981","13,179","32,624","8,182","30,056","7,654","27,625","6,267","4,082","2,842",5,"1,177",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,501,강남구청,3,0,"1,267","1,789","3,424","12,277","6,587","33,080","8,847","105,527","7,961","97,295","8,523","36,685","10,062","22,434","12,165","19,462","14,289","20,907","18,347","16,771","23,139","15,105","27,790","15,861","43,157","16,829","86,057","18,790","54,211","12,260","31,970","7,508","33,867","6,404","29,995","5,612","4,669","2,611",5,244,1,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,502,학동,2,0,"1,804","2,678","4,309","24,914","8,517","52,247","10,768","186,869","9,860","142,253","10,258","45,890","12,774","24,863","15,641","20,943","18,922","23,944","23,414","20,526","29,279","17,416","37,748","17,459","68,036","17,320","163,877","19,532","77,356","12,119","38,559","7,234","38,767","6,555","32,830","6,118","6,013","2,737",12,123,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,503,논현,7,0,"1,816","1,267","4,478","17,848","8,517","44,705","15,079","122,059","12,980","100,563","10,935","40,538","13,403","23,406","15,735","21,312","17,586","24,038","21,025","22,798","25,303","20,808","32,020","21,531","53,400","26,192","105,897","33,686","61,114","19,227","37,360","9,859","40,930","8,169","46,192","8,360","7,484","3,827",9,365,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,504,반포,7,0,811,608,"2,632","6,542","7,918","11,481","10,148","19,718","6,685","16,354","4,721","8,051","5,115","8,416","6,830","8,714","7,548","8,779","7,951","7,484","9,643","7,335","14,229","7,653","15,501","8,563","17,492","10,818","11,709","7,100","8,824","4,115","10,057","3,778","7,707","4,299","1,507","1,543",10,120,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,505,고속터미널,15,2,"1,063","2,652","2,811","23,337","9,733","36,948","16,392","50,383","17,583","34,264","18,028","22,620","20,419","19,953","20,448","19,489","21,447","22,493","22,858","20,826","30,787","16,354","34,933","15,520","52,933","16,853","50,297","19,216","29,315","13,397","28,499","7,595","27,176","7,838","21,379","5,657","4,333","1,864",9,139,0,0,0,1,0,0,2021-04-03 10:21:59
2021-03,7호선,506,내방,1,0,"2,248","1,467","6,581","10,585","17,279","24,256","26,662","82,896","18,141","42,675","13,120","18,322","12,988","14,109","14,133","14,061","16,450","15,924","17,016","15,566","18,369","15,276","22,477","16,086","35,466","20,889","69,749","28,440","26,576","20,898","17,879","11,905","19,060","9,973","15,004","11,252","2,645","4,122",2,"1,285",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,507,이수,37,1,"4,113",959,"8,369","9,120","26,630","14,769","41,456","41,562","26,363","27,678","17,305","17,860","17,147","16,800","18,432","17,249","21,143","19,898","21,003","19,398","22,636","21,089","24,817","25,170","29,743","32,475","43,844","52,613","24,914","35,551","22,373","18,462","25,761","15,868","24,113","16,887","3,786","6,279",9,502,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,508,남성,15,0,"5,417",678,"12,537","3,615","38,522","6,345","55,937","14,019","30,316","9,827","17,087","9,318","14,306","9,183","14,230","10,304","14,699","11,915","12,793","12,287","12,238","15,066","12,813","18,381","13,561","23,733","15,008","39,866","8,454","32,172","7,258","18,801","7,320","17,383","5,513","18,889","1,431","7,417",14,406,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,509,숭실대입구(살피재),10,0,"5,386",690,"12,140","3,223","36,823","8,057","50,147","19,771","26,791","15,316","15,765","12,548","13,989","12,761","15,319","13,893","16,175","14,605","15,180","15,591","15,655","17,683","18,878","20,934","22,238","28,185","20,559","44,722","11,672","36,446","9,901","21,578","10,768","19,578","9,546","21,778","2,439","8,677",7,657,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,510,상도,0,0,"4,412","1,200","10,637","4,300","31,117","8,066","42,664","16,805","24,085","13,511","14,401","9,615","12,850","8,985","13,671","10,019","13,963","11,432","12,582","11,409","12,486","13,571","14,788","16,150","17,348","21,633","17,893","36,803","9,737","28,330","7,783","17,426","8,157","16,177","7,893","18,185","2,057","6,907",13,517,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,511,장승배기,12,0,"6,859",951,"11,325","3,896","29,625","8,683","42,650","17,885","24,043","10,078","14,307","9,035","12,488","8,762","12,539","9,182","13,583","10,481","11,643","11,158","11,301","13,665","12,772","15,483","13,551","20,846","15,986","33,449","8,770","27,307","6,608","15,602","6,188","15,151","5,401","15,530","1,347","6,428",6,433,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,512,신대방삼거리,14,0,"9,980","1,146","17,347","7,265","50,293","13,762","76,861","30,568","41,079","18,514","22,235","12,449","19,173","12,178","20,154","13,863","18,846","15,928","17,554","16,723","18,504","19,552","20,859","23,931","22,973","33,185","28,665","60,245","15,983","48,106","11,385","28,635","10,295","25,161","8,777","26,919","2,329","11,629",6,763,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,513,보라매,18,0,"5,360","1,198","8,279","6,145","22,706","18,531","33,038","41,874","18,152","13,029","10,606","8,137","10,587","7,818","10,725","9,524","10,785","9,888","10,895","9,366","13,387","10,198","16,326","11,670","18,841","17,022","33,687","28,533","12,428","22,703","8,713","12,964","8,318","11,379","6,343","12,344","1,317","5,543",2,424,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,514,신풍,29,0,"9,859","1,219","16,299","4,626","42,284","11,302","52,461","20,427","28,779","10,308","16,027","8,872","13,217","9,431","14,710","10,221","14,513","11,556","12,825","11,729","13,324","14,489","14,868","18,547","16,592","27,418","19,174","42,917","10,701","33,006","7,520","18,867","6,580","18,599","4,744","19,185","1,287","8,261",6,913,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,515,대림(구로구청),22,1,"11,354",852,"8,112","3,261","15,153","5,977","20,075","18,152","14,812","12,417","9,886","12,460","10,090","12,177","11,728","11,480","12,364","12,240","12,375","12,154","13,087","13,100","13,525","14,032","15,952","20,969","17,586","22,330","11,413","14,415","8,098","9,728","7,541","10,531","6,484","10,185","1,417","4,092",1,144,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,516,남구로,26,0,"20,464","1,830","16,256","6,349","31,270","31,700","33,124","102,928","21,407","49,442","14,086","17,165","12,305","13,511","14,119","13,244","14,047","14,425","13,603","13,783","15,080","15,476","17,663","20,287","37,992","33,935","77,163","31,293","34,754","22,376","18,627","14,819","14,082","16,524","10,045","16,373","2,327","6,442",1,288,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,517,가산디지털단지,576,3,"7,945","5,949","8,855","24,038","21,087","120,266","23,765","400,622","16,767","230,007","16,444","59,511","21,460","36,439","26,442","33,303","31,766","35,024","36,784","31,360","45,644","28,403","64,751","27,980","180,223","29,247","329,098","33,803","143,301","24,369","75,980","13,207","67,228","11,223","38,904","11,533","6,677","5,339",23,462,1,1,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,518,철산,14,1,"9,829","4,488","26,282","9,823","80,578","15,432","86,823","34,083","42,545","25,765","26,432","19,066","24,428","18,175","25,931","20,471","25,062","23,117","23,350","24,399","24,231","27,909","27,679","33,300","34,620","51,721","33,593","87,784","20,917","74,601","19,207","35,862","19,838","30,942","18,055","32,083","3,558","14,664",30,"1,108",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,519,광명사거리,199,0,"21,549","5,015","31,691","12,154","79,707","16,966","94,988","27,126","48,278","22,094","29,357","20,754","27,158","22,561","29,229","25,572","29,683","26,568","27,528","28,010","27,709","34,497","31,718","39,794","35,612","54,168","32,992","83,832","20,929","67,440","16,044","36,415","13,680","31,752","10,156","30,935","2,655","14,618",18,"1,071",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,520,천왕,10,1,"6,868","1,174","16,858","4,471","49,220","8,027","60,780","14,227","30,066","7,495","14,922","6,549","12,749","7,372","13,409","9,468","12,916","9,971","11,376","10,399","11,657","13,255","13,571","16,718","13,599","24,412","12,868","44,983","7,053","39,706","4,618","21,628","4,064","18,659","3,135","17,958",915,"8,314",10,587,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,521,온수(성공회대입구),99,0,"6,864","1,020","15,068","3,981","48,970","11,330","59,905","17,143","24,784","11,199","12,747","6,511","10,577","6,048","11,959","7,960","11,021","8,447","9,495","8,875","10,943","10,450","16,387","13,092","15,709","20,560","13,675","41,786","6,412","33,646","4,317","18,949","4,132","17,749","3,406","16,258",917,"8,324",3,"2,792",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,522,까치울,1,0,"3,741",713,"10,429","3,886","31,650","5,969","39,394","9,368","17,812","4,915","9,566","4,928","8,760","6,331","9,502","7,171","9,489","7,283","8,530","7,668","9,295","8,185","9,855","11,640","10,781","18,177","10,509","29,145","5,899","26,055","4,363","15,386","3,741","13,089","2,579","13,428",638,"5,698",0,31,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,523,부천종합운동장,22,0,"2,990",901,"5,904","3,330","16,927","5,799","20,223","11,437","10,732","5,438","6,818","5,564","6,611","5,040","6,418","4,165","6,000","5,295","5,653","5,037","6,097","5,034","6,838","5,536","8,540","7,699","9,673","12,821","4,184","11,791","2,555","6,913","2,250","5,693","1,619","5,701",383,"2,818",1,14,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,524,춘의,1,0,"4,838","1,232","9,352","6,732","23,662","29,024","24,926","51,724","12,926","17,754","8,934","7,627","7,806","5,879","8,369","6,541","8,864","8,044","8,374","6,656","9,124","8,104","11,519","8,649","27,073","12,274","42,107","19,875","16,435","17,528","9,763","11,194","8,439","10,056","4,724","9,197","1,026","5,225",1,35,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,525,신중동,2,0,"5,127","1,854","16,089","5,642","46,401","15,053","43,426","45,797","21,899","25,109","15,372","14,827","15,145","12,026","15,808","14,205","16,430","15,742","16,155","13,947","17,053","16,934","19,984","19,376","26,450","27,124","41,589","44,954","18,303","41,711","18,902","19,639","13,247","16,278","11,965","17,038","2,200","10,826",5,220,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,526,부천시청,11,0,"5,482","2,320","15,227","6,775","43,601","14,028","41,646","24,832","19,717","18,916","13,233","11,541","13,248","11,860","14,590","13,213","14,115","14,516","14,174","14,822","15,375","16,583","18,990","17,770","23,416","24,777","25,967","43,551","15,352","39,795","16,168","19,632","13,474","15,181","11,484","14,724","1,901","9,287",3,375,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,527,상동,2,0,"4,162","1,735","14,777","4,488","40,742","11,527","35,614","27,033","17,485","25,537","12,598","14,045","13,401","13,923","15,205","16,118","15,200","16,790","15,756","17,608","17,258","17,303","20,413","19,371","22,858","27,883","27,484","41,794","17,249","37,448","14,978","19,158","17,015","14,196","16,069","14,967","3,415","8,928",12,777,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,528,삼산체육관,7,0,"3,061",258,"10,301","1,566","25,225","2,997","21,867","5,276","10,374","2,752","6,480","2,464","6,364","2,926","6,242","3,805","5,436","4,367","5,187","4,595","5,367","5,134","6,450","7,310","5,946","10,700","5,295","17,921","3,021","16,719","1,948","9,780","2,001","8,050","1,531","8,973",667,"4,648",6,616,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,529,굴포천,24,0,"6,033",551,"14,404","3,528","35,683","4,905","36,488","12,098","18,204","8,943","10,748","6,682","10,372","6,768","10,440","8,189","10,087","8,895","9,463","9,803","9,324","9,862","10,476","14,593","11,746","21,308","13,092","35,723","7,708","36,578","5,802","19,838","5,801","15,330","5,725","15,336","1,516","7,506",15,"1,113",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,7호선,530,부평구청,42,0,"8,006",786,"22,067","6,044","64,165","10,407","54,183","13,728","24,001","6,354","13,254","5,182","11,764","5,628","12,487","6,250","11,540","7,963","9,643","8,254","10,010","9,572","11,123","12,734","16,726","18,326","15,456","36,169","8,252","39,582","6,105","22,655","5,128","19,060","4,099","18,997",933,"10,071",1,"1,287",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,8호선,531,암사,35,0,"14,305",941,"25,899","6,126","79,764","8,571","103,552","19,245","48,411","13,103","25,728","11,579","22,324","12,408","23,817","16,378","22,997","16,032","20,064","18,580","18,747","24,355","20,546","27,494","20,994","40,278","22,598","71,604","12,372","59,021","9,483","31,982","7,961","31,281","5,850","29,236","1,520","13,935",2,"1,497",0,0,0,0,0,0,2021-04-03 10:21:59
